Date,Prev Close,Open,High,Low,Last,Close,Turnover
20050211,277.85,278.9,282.95,275.05,276,276.15,1.31361E+11
20050214,276.15,275.1,286.5,271.5,278,278.55,2.78199E+11
20050215,278.55,274,278,272,277,276.7,2.01692E+11
20050216,276.7,275.5,278.65,273.5,277,275.45,1.54463E+11
20050217,275.45,272,277,272,275.05,276.8,63320745000
20050218,276.8,276,277,273.15,273.2,274.4,2.4872E+11
20050221,274.4,276,329.3,276,312.15,316.8,7.24597E+12
20050222,316.8,320,372,302.1,342,342.7,4.31388E+13
20050223,342.7,340,359.9,330.15,332.8,338.15,3.0159E+13
20050224,338.15,340,340,322.2,324,324.75,6.69451E+12
20050225,324.75,327.9,357.8,325.55,332.7,333.8,1.522E+13
20050228,333.8,336.95,349.8,330.3,335,334.55,2.93114E+12
20050301,334.55,336,336,319.05,320.05,321,1.18804E+12
20050302,321,324,333,320.2,320.2,321.9,1.57829E+12
20050303,321.9,324,328.7,316,319,319.55,1.05056E+12
20050304,319.55,318,337.5,316.8,330,330.05,5.20144E+12
20050307,330.05,334.7,336.45,327,330,330.3,3.72303E+12
20050308,330.3,333,334.85,329.25,331.5,331.25,5.18724E+11
20050309,331.25,305,331.5,305,321.3,322.45,6.199E+11
20050310,322.45,312.5,325,312.5,321.4,320,7.83163E+11
20050311,320,311,323,311,320.25,320.2,1.10803E+12
20050314,320.2,320.5,321,318.1,321,320.3,9.67222E+11
20050315,320.3,320,321,315,320,320.05,3.97449E+11
20050316,320.05,321,329,316,320,319.95,2.23557E+11
20050317,319.95,322.5,324,311.05,311.05,312.8,2.64842E+11
20050318,312.8,312,314,300,303,305.2,3.8965E+11
20050321,305.2,309,329.7,300,300.15,300.05,2.43738E+11
20050322,300.05,300,326,300,300.05,318.6,1.00301E+12
20050323,318.6,308,313,297,297,299.6,5.34851E+11
20050324,299.6,314.9,314.9,295.1,305,297.9,6.18618E+11
20050328,297.9,300,303.8,296.95,303.8,297.8,1.15134E+11
20050329,297.8,298.1,302,290,291,295.75,5.90558E+11
20050330,295.75,294,306.9,291,306,300.25,2.30343E+11
20050331,300.25,307,312.75,300.55,310,310.15,1.78564E+11
20050401,310.15,323.5,323.5,305.15,320,318.05,5.73115E+11
20050404,318.05,325,333,320.05,323,323.75,1.3173E+12
20050405,323.75,322.1,332,320,330,327.8,4.31658E+11
20050406,327.8,327.8,339.7,314.3,319.15,321.45,6.64844E+11
20050407,321.45,315,320,313,313.2,313.25,57631940000
20050408,313.25,314.9,316.5,311.1,315,314.7,1.05635E+11
20050411,314.7,295.05,322.65,295,320.9,317.7,3.12703E+12
20050412,317.7,319,320,317.15,318.05,318.35,4.18719E+11
20050413,318.35,319.25,319.25,312.2,317.5,317.95,2.31023E+11
20050415,317.95,313.95,314,301,310.25,307.5,6.86308E+11
20050418,307.5,307.5,308.95,300.1,308,307.2,2.0545E+11
20050419,307.2,314.65,314.65,307,310.9,308.3,6.83345E+11
20050420,308.3,306.2,312,305.5,311.8,310.05,1.76362E+12
20050421,310.05,306.2,314.4,306.2,314,312.75,1.71106E+12
20050422,312.75,329,329,314,315.25,315.3,1.65108E+12
20050425,315.3,290.05,323,290.05,310,308.55,1.00092E+11
20050426,308.55,309,315,306,315,314.5,2.79192E+11
20050427,314.5,313.25,317,313,315.05,315.3,5.31814E+11
20050428,315.3,309,318,309,318,315.55,1.11251E+11
20050429,315.55,280,360.9,280,316,315.2,7.34556E+11
20050502,315.2,308,314.65,308,313.05,313.4,1.12611E+11
20050503,313.4,311,316.75,310,315.55,315.55,1.5666E+12
20050504,315.55,312,318,312,318,317.9,94088675000
20050505,317.9,322,334.95,321.55,324.05,324.55,6.05551E+11
20050506,324.55,326.95,335,323.5,327,327.15,8.20084E+11
20050509,327.15,325.5,330,325.05,325.05,326.8,2.04526E+11
20050510,326.8,322.25,326.8,315,315,315.8,1.92539E+11
20050511,315.8,316,325,316,317,321.35,1.48471E+11
20050512,321.35,321.95,332.25,321,331,329.25,2.87911E+11
20050513,329.25,326,338,326,333.4,332.05,2.26851E+12
20050516,332.05,338,338,327,333.1,335.75,2.695E+11
20050517,335.75,336,345,332,344.6,341.2,4.05841E+11
20050518,341.2,335.3,336.6,325.8,326.6,326.3,95484060000
20050519,326.3,329.7,329.7,322,323.5,323.15,75575225000
20050520,323.15,330,332,322.5,322.5,327.3,2.49247E+11
20050523,327.3,338,338,322.45,323.25,323.25,75772315000
20050524,323.25,329.25,329.25,321,322.5,322.65,29412935000
20050525,322.65,324.6,378,323.5,365,368.65,6.50319E+12
20050526,368.65,372.9,396,356.2,357.95,360.2,1.72963E+13
20050527,360.2,359.6,364.9,335,336.05,337.15,4.69716E+12
20050530,337.15,337.2,345.2,335,335,335.45,1.15891E+12
20050531,335.45,337,338.7,327.1,330,331.25,5.99326E+11
20050601,331.25,333,343,331,332.2,332.45,7.9514E+11
20050602,332.45,335,337.9,327.05,337.9,332.3,2.97425E+11
20050603,332.3,331.25,336,321,325.05,331.05,5.10786E+11
20050604,331.05,331,332,325,325.1,325.6,1.21794E+11
20050606,325.6,329.5,331,325,325,325,4.49811E+11
20050607,325,326.2,330,322.4,323.95,324.05,1.4782E+11
20050608,324.05,325,326,322.55,325.5,325.05,1.88386E+11
20050609,325.05,314,328.9,314,325.1,326.05,1.76193E+11
20050610,326.05,325.9,334.95,320.05,321,321.2,2.43048E+11
20050613,321.2,322,323,318,319.4,320.05,1.565E+11
20050614,320.05,320,325.9,317,321,320.8,2.36559E+11
20050615,320.8,320.6,325,319,325,322.65,2.64695E+11
20050616,322.65,321,323.45,319.5,320,320,1.7358E+11
20050617,320,317,321.9,315,315.1,315.1,2.15068E+11
20050620,315.1,315,316,301.15,307,305.15,1.40048E+11
20050621,305.15,307.95,313.5,307.95,311,310.2,2.20053E+11
20050622,310.2,305.3,318,303.5,316.8,311.05,1.59035E+11
20050623,311.05,307.3,313.8,304,306.8,306.85,67735110000
20050624,306.85,307.5,311.85,300,307.9,306.8,1.39995E+11
20050627,306.8,313,313.45,305,305,305.05,3.31992E+11
20050628,305.05,319,319.7,301.1,302,304.85,2.50157E+11
20050629,304.85,282.2,303.95,282.2,300,300.7,70659010000
20050630,300.7,299.5,328,299.25,306.75,303.95,1.67187E+12
20050701,303.95,318,318,295,301,302.1,5.98607E+11
20050704,302.1,305,313.85,302,303,306.2,9.18847E+11
20050705,306.2,307.5,312.7,300.5,301.25,302.4,4.77079E+11
20050706,302.4,303,304.4,300.35,302.9,302.2,1.94437E+11
20050707,302.2,309,309,300,300,301.65,1.49817E+11
20050708,301.65,297,305.6,297,301.8,300.35,1.48605E+11
20050711,300.35,307.9,308.95,302,302,304.95,1.50148E+11
20050712,304.95,304.9,309.5,304.9,308.25,308.6,1.96729E+11
