Date,Prev Close,Open,High,Low,Last,Close,Turnover
20120924,2208.85,2301.1,2306.95,2219.85,2245,2261.55,2.36315E+12
20120925,2261.55,2298.85,2298.85,2222,2236,2230.75,5.68918E+11
20120926,2230.75,2257.95,2260,2234,2249,2245.55,7.95741E+11
20120927,2245.55,2299.9,2399.9,2232,2233,2238.4,5.03663E+11
20120928,2238.4,2270.25,2370,2213.3,2360,2311.2,7.09554E+12
20121001,2311.2,2349.95,2357.95,2247.95,2259.95,2258.85,2.72048E+12
20121003,2258.85,2240,2319,2239.95,2281.15,2293.35,2.65065E+12
20121004,2293.35,2309.9,2309.95,2265.25,2274.65,2272.9,8.72886E+12
20121005,2272.9,2285.95,2323,2282.2,2293.05,2302.7,3.2416E+12
20121008,2302.7,2332,2332,2237,2238,2248.5,8.81427E+12
20121009,2248.5,2297.95,2297.95,2251.05,2268.95,2263.7,4.20096E+12
20121010,2263.7,2234,2286,2234,2235,2238.5,1.62631E+12
20121011,2238.5,2350,2350,2230,2235,2240.7,7.96049E+11
20121012,2240.7,2211.65,2271.9,2211.65,2226,2225.1,1.41271E+12
20121015,2225.1,2227.5,2258.65,2205,2206.55,2207.6,1.6758E+12
20121016,2207.6,2190,2227,2066.5,2222,2222.9,3.44883E+11
20121017,2222.9,2245,2280.85,2230,2260,2248.8,6.10054E+11
20121018,2248.8,2236,2314.95,2236,2290,2299.2,1.09622E+12
20121019,2299.2,2285.05,2310,2252.55,2300,2302.45,8.41233E+11
20121022,2302.45,2290,2307.95,2275,2276,2288.95,7.97237E+11
20121023,2288.95,2293.25,2379,2289.85,2348,2346.9,5.0533E+12
20121025,2346.9,2358.45,2405,2350,2372,2391.75,8.0606E+12
20121026,2391.75,2396.95,2397,2355,2370,2365.7,4.04058E+12
20121029,2365.7,2382.85,2382.85,2314.95,2315,2315.5,5.04628E+11
20121030,2315.5,2370,2370,2275,2330,2314.95,3.8076E+12
20121031,2314.95,2369,2370,2290.05,2322,2320,2.41422E+12
20121101,2320,2273.6,2375,2273.6,2350,2350.8,4.09088E+12
20121102,2350.8,2380,2399.95,2301.1,2390,2391.35,6.1671E+12
20121105,2391.35,2355.65,2414.7,2355.65,2410,2410.35,2.29224E+13
20121106,2410.35,2424.95,2628.8,2413.1,2535,2542.05,1.73154E+13
20121107,2542.05,2545,2622,2509,2590,2599.55,4.97101E+12
20121108,2599.55,2590,2595,2521.5,2555,2561.9,3.53037E+12
20121109,2561.9,2565,2574.25,2497,2509,2503.25,2.79235E+12
20121112,2503.25,2480,2600,2405,2565.05,2576.1,8.62309E+12
20121113,2576.1,2600,2618,2562.35,2566,2585.15,4.47731E+11
20121115,2585.15,2630,3049.85,2480,2500,2507.15,6.46977E+12
20121116,2507.15,2500,2548.95,2371.15,2400,2404.85,3.91756E+12
20121119,2404.85,2444,2444,2320,2323,2336.5,2.78581E+12
20121120,2336.5,2409.95,2449,2335.45,2360.05,2355.2,3.36701E+13
20121121,2355.2,2383.95,2390,2340,2380,2372.8,1.5402E+12
20121122,2372.8,2345.05,2399,2345.05,2380,2372.05,2.43526E+12
20121123,2372.05,2375,2477,2365,2424,2427,4.44683E+12
20121126,2427,2449.95,2600,2449.95,2594,2582.6,1.22811E+13
20121127,2582.6,2598,2659,2551.55,2613,2612.6,7.36556E+12
20121129,2612.6,2612.6,2775,2465.75,2699,2704.8,2.25232E+13
20121130,2704.8,2704.75,2760,2650,2750,2738.25,2.26213E+13
20121203,2738.25,2738,2828,2735,2819.5,2808.6,5.71109E+12
20121204,2808.6,2818,2875,2800,2864,2861.85,3.19975E+13
20121205,2861.85,2860,2860,2751,2761.8,2768.45,4.98304E+12
20121206,2768.45,2796,2796,2735,2770.5,2777.45,1.50353E+13
20121207,2777.45,2769.5,2834,2670.55,2710,2690.15,2.67609E+12
20121210,2690.15,2749,2795,2636.3,2675,2670.05,2.8523E+12
20121211,2670.05,2675.05,2717.85,2651.75,2700,2682.8,1.26461E+12
20121212,2682.8,2720,2749,2685,2720.05,2707,2.79935E+12
20121213,2707,2712.15,2745,2652.85,2700,2695.65,3.10021E+12
20121214,2695.65,2681,2731.8,2670,2715,2706.7,2.30821E+12
20121217,2706.7,2787.85,2787.85,2700.05,2710,2708.55,1.09321E+12
20121218,2708.55,2710.2,2734,2670,2689.6,2694.7,7.57586E+11
20121219,2694.7,2700,2734.45,2691.1,2720,2716.95,1.34411E+12
20121220,2716.95,2727,2744.1,2710,2726.25,2723.4,1.41864E+12
20121221,2723.4,2711.55,2735,2670.05,2671,2687.7,1.37344E+12
20121224,2687.7,2687.7,2700.05,2651.55,2700,2683.4,1.2326E+12
20121226,2683.4,2675,2962.95,2671,2890,2814.15,8.71433E+12
20121227,2814.15,2823.7,2920,2735,2741.5,2752.85,8.86372E+12
20121228,2752.85,2778.95,2824.7,2750,2792.15,2802.55,2.62966E+12
20121231,2802.55,2820,2930,2780,2900,2906.6,7.24456E+12
20130101,2906.6,2906.6,2950,2860.1,2911,2923.05,3.564E+12
20130102,2923.05,2920,2920,2841.2,2841.2,2855.35,3.74758E+12
20130103,2855.35,2898.7,2910,2850,2860,2860.25,1.38684E+12
20130104,2860.25,2993.95,2993.95,2802,2810,2822.7,2.46245E+12
20130107,2822.7,2899.75,2899.75,2820.05,2841,2843.45,2.75592E+12
20130108,2843.45,2778,2874.95,2778,2789.6,2794.75,1.63176E+12
20130109,2794.75,2814,2835,2747,2775,2767.3,2.02693E+12
20130110,2767.3,2819.95,2855,2753.05,2790,2806.1,3.88264E+12
20130111,2806.1,2790.2,2848,2782.55,2800,2810.8,2.98142E+12
20130114,2810.8,2869.7,2894,2741,2775,2764.5,1.62702E+12
20130115,2764.5,2789.2,2819.95,2765.5,2783,2774.35,2.67109E+12
20130116,2774.35,2798.5,2798.8,2765,2770,2774.2,2.14995E+12
20130117,2774.2,2794.9,2794.95,2710,2725,2730.65,2.76328E+12
20130118,2730.65,2735.6,2786.95,2681.15,2700,2712.25,1.54454E+12
20130121,2712.25,2762,2762,2685,2689.05,2693.05,9.88294E+11
20130122,2693.05,2695.05,2705,2675,2699,2697.25,3.64823E+12
20130123,2697.25,2685.05,2713.85,2650,2665.65,2671.25,1.20093E+13
20130124,2671.25,2693.85,2775,2630.15,2692,2699.55,3.95256E+12
20130125,2699.55,2717.95,2717.95,2638.15,2638.15,2653.85,3.00829E+12
20130128,2653.85,2699.85,2699.85,2625,2626.3,2640.1,3.22666E+12
20130129,2640.1,2668.65,2740,2610,2718,2730.95,6.3112E+12
20130130,2730.95,2731,2789,2686,2780,2762.6,6.97161E+12
20130131,2762.6,2775,2845,2755,2802,2820.35,4.0087E+12
20130201,2820.35,2857.95,2865,2783.8,2838,2841.2,3.79106E+12
20130204,2841.2,2783.9,2907.95,2751.15,2880,2878.85,4.4528E+12
20130205,2878.85,2878.85,2910,2865.05,2875,2876.7,1.0073E+13
20130206,2876.7,2897.9,2897.9,2755,2760,2773.7,2.08507E+12
20130207,2773.7,2820.05,2840,2768,2775.25,2786.05,2.12639E+12
20130208,2786.05,2780,2810,2715,2810,2740.15,3.59771E+12
20130211,2740.15,2751.1,2789,2680,2731.05,2741.25,6.03589E+11
20130212,2741.25,2769,2769,2631,2673.05,2671.35,6.16718E+12
20130213,2671.35,2751,2751,2590,2620,2624.7,6.42408E+12
20130214,2624.7,2624.7,2719.1,2624.6,2715,2687,2.64004E+13
20130215,2687,2693.9,2695,2652.3,2655.25,2659.3,5.71529E+11
20130218,2659.3,2659.35,2696.15,2651.4,2687,2689.55,3.05162E+13
20130219,2689.55,2699.8,2891,2698.2,2838,2839.65,1.99983E+13
20130220,2839.65,2830.15,2864,2781.05,2810,2813.9,5.95334E+12
20130221,2813.9,2761.05,2814.6,2761.05,2798,2791.6,1.95086E+12
20130222,2791.6,2849.75,2849.9,2780,2782,2795.9,2.63065E+12
20130225,2795.9,2801.45,2815,2750.1,2797.7,2782.05,8.45774E+12
20130226,2782.05,2869.8,2869.8,2750,2755,2769.45,4.90581E+12
20130227,2769.45,2755,2784.55,2752,2771,2776.95,2.52103E+12
20130228,2776.95,2780,2818.6,2740,2755.5,2770.65,7.80565E+12
20130301,2770.65,2829,2840,2743,2769,2772.8,3.26004E+12
20130304,2772.8,2772,2828,2762.05,2770,2780.8,1.81271E+12
20130305,2780.8,2849,2849,2785.8,2800,2799.25,4.03355E+12
20130306,2799.25,2837,2837,2772.35,2778,2784.2,9.57109E+11
20130307,2784.2,2815,2819,2773,2775,2786.75,1.56757E+12
20130308,2786.75,2804.1,2804.1,2772.9,2795,2793.95,1.03826E+12
20130311,2793.95,2843,2843,2750,2760,2763.7,2.40763E+12
20130312,2763.7,2784.65,2795,2753.05,2762.95,2765.15,1.15172E+12
20130313,2765.15,2765,2799.7,2740,2760.6,2772.25,1.23502E+12
20130314,2772.25,2772.25,2779,2750.05,2764.6,2765.55,3.73278E+11
20130315,2765.55,2769,2799,2760,2789.95,2790.45,5.24555E+12
20130318,2790.45,2789.4,2805,2750,2780,2774.75,1.35107E+12
20130319,2774.75,2775,2785.8,2672,2780,2766.65,1.04161E+13
20130320,2766.65,2778.75,2800,2722.5,2775,2750.1,9.28183E+12
20130321,2750.1,2799.8,2799.8,2701,2773,2772.7,6.01952E+12
20130322,2772.7,2767.9,2767.95,2630.5,2660,2678.85,4.65828E+12
20130325,2678.85,2680,2724.05,2572.55,2580,2606.75,1.35406E+12
20130326,2606.75,2699.9,2699.9,2511.55,2557,2563.05,8.1604E+11
20130328,2563.05,2570,2573,2520,2545,2562.2,1.53294E+13
20130401,2562.2,2560.2,2599,2546.7,2548,2551.85,6.61697E+12
20130402,2551.85,2530,2788,2501,2750,2702.5,3.55438E+12
20130403,2702.5,2702,2725,2670.25,2715.7,2697,1.21903E+12
20130404,2697,2700,2700,2645,2663.3,2657.75,1.4201E+12
20130405,2657.75,2631,2712,2630.9,2656.85,2664.3,1.85639E+12
20130408,2664.3,2708.95,2708.95,2680.4,2700,2702.5,1.33164E+12
20130409,2702.5,2630,2739,2630,2729.9,2728.8,2.38672E+13
20130410,2728.8,2799.8,2800,2690,2795.55,2784.8,2.96553E+12
20130411,2784.8,2798,2825,2758.95,2788.6,2808.1,1.6036E+13
20130412,2808.1,2795,2820,2751,2755,2756.25,2.98501E+13
20130415,2756.25,2759.95,2780,2707,2725.5,2734,1.7877E+12
20130416,2734,2707.1,2734,2611.15,2706.1,2721.05,2.18697E+12
20130417,2721.05,2766.95,2767.75,2700,2719.8,2710.75,8.06965E+11
20130418,2710.75,2631,2730,2631,2688.9,2686.95,1.50634E+12
20130422,2686.95,2703,2885,2662.35,2850,2873.05,2.41268E+13
20130423,2873.05,2851,2851,2813.05,2828,2824.2,8.47667E+11
20130425,2824.2,2849.9,2920.65,2816.65,2918,2913.45,4.07673E+12
20130426,2913.45,2883.7,2900,2873,2900,2894.1,1.54564E+12
20130429,2894.1,2881.15,2950,2872.45,2939,2924.05,2.12985E+12
20130430,2924.05,2955,2976,2867.1,2969.95,2958.4,7.67349E+12
20130502,2958.4,3026,3075,2939.6,3042.55,3061.95,9.10069E+12
20130503,3061.95,3050,3150,3011.05,3149,3132.55,4.29252E+12
20130506,3132.55,3120,3180,3107.05,3161,3176.6,1.10505E+13
20130507,3176.6,3135,3193.9,3120.3,3129,3139.7,8.33079E+12
20130508,3139.7,3187,3187,3078.85,3108.65,3135.2,3.90457E+12
20130509,3135.2,3127.8,3127.8,3030,3040,3078.5,4.57724E+12
20130510,3078.5,3089.5,3089.5,3033,3065,3064.9,8.90176E+12
20130511,3064.9,3065,3074.8,3027,3055,3065.1,78030115000
20130513,3065.1,3065.65,3079.95,3035,3067.05,3067.05,2.17365E+12
20130514,3067.05,3090,3300,3079,3250,3279.45,3.92907E+13
20130515,3279.45,3334,3486,3271,3370,3400.75,2.59518E+13
20130516,3400.75,3399,3480,3339,3460,3452.1,1.25079E+13
20130517,3452.1,3461,3464.95,3413.3,3450,3449.25,3.19257E+12
20130520,3449.25,3441,3555,3406.25,3485,3495.7,2.229E+13
20130521,3495.7,3494,3573,3450.55,3472.15,3496.9,7.04172E+12
20130522,3496.9,3490,3525,3475,3525,3510.35,4.2254E+12
20130523,3510.35,3452,3505,3431.3,3452.15,3453.65,8.64318E+12
20130524,3453.65,3468,3599,3435.85,3598,3582.45,5.08418E+12
20130527,3582.45,3570.2,3698,3570.2,3655,3656.15,3.67655E+13
20130528,3656.15,3655,3829,3623.35,3787.75,3781.5,6.28618E+12
20130529,3781.5,3775.15,3883.3,3748.05,3782,3786.6,1.09872E+13
20130530,3786.6,3800,3826,3740,3770,3779.5,3.02136E+12
20130531,3779.5,3781,3789.95,3648,3688,3701.6,3.29198E+12
20130603,3701.6,3749.85,3765.6,3640,3649.85,3690.35,3.43875E+12
20130604,3690.35,3688.85,3748,3552.2,3619.65,3594.2,4.71797E+12
20130605,3594.2,3600.4,3600.4,3465,3539,3540.7,6.29349E+12
20130606,3540.7,3574.95,3617,3432.2,3450,3456.55,3.54705E+12
20130607,3456.55,3479.6,3584,3401,3560,3550.35,2.1838E+13
20130610,3550.35,3570,3635,3550.2,3560,3597.95,1.51075E+13
20130611,3597.95,3570,3614,3509,3539,3527.65,6.28191E+12
20130612,3527.65,3486.25,3555,3441.25,3469,3495.8,1.093E+13
20130613,3495.8,3500,3550,3412.2,3463,3482.85,1.43472E+12
20130614,3482.85,3481,3565,3455.05,3469.8,3514.35,8.43183E+12
20130617,3514.35,3501,3590,3467,3519.95,3555,5.12513E+12
20130618,3555,3516,3688,3516,3585,3618.7,1.26817E+13
20130619,3618.7,3657,3699,3600.7,3699,3668.45,9.79357E+12
20130620,3668.45,3657.95,3675,3623,3660,3660.6,4.7915E+12
20130621,3660.6,3663.6,3676.5,3544,3550.05,3561.65,1.86976E+12
20130624,3561.65,3548.9,3548.9,3375,3450,3399.65,3.49466E+12
20130625,3399.65,3488.7,3488.7,3310,3350,3351.05,1.69325E+13
20130626,3351.05,3351,3448.75,3310,3365,3367.95,6.89051E+12
20130627,3367.95,3333.1,3375,3212,3305,3306.75,1.44694E+13
20130628,3306.75,3395,3475,3220.65,3299.95,3276.9,2.3093E+13
20130701,3276.9,3362,3509.9,3301,3498,3464.65,7.85915E+12
20130702,3464.65,3497.95,3549,3421,3539.9,3534.8,3.42358E+12
20130703,3534.8,3555,3610.3,3463,3560.1,3591.55,1.61331E+12
20130704,3591.55,3625,3625,3551.1,3560,3561.1,2.83155E+12
20130705,3561.1,3561.1,3639.6,3561.1,3613,3614.6,1.42139E+12
20130708,3614.6,3605.2,3725,3598.4,3600.2,3658.4,2.01097E+13
20130709,3658.4,3629,3720,3610,3694.1,3699.4,3.06477E+13
20130710,3699.4,3725,3750,3703,3739,3735.5,6.89686E+12
20130711,3735.5,3765,3783.05,3735,3750,3767,1.65427E+13
20130712,3767,3789,3799,3755,3799,3783.45,2.41421E+12
20130715,3783.45,3780,3833,3705.3,3833,3807.5,6.78729E+12
20130716,3807.5,3810,3810,3721.05,3779.8,3776.15,6.08149E+12
20130717,3776.15,3888,3945,3775.05,3861,3861.4,3.91464E+13
20130718,3861.4,3900,3980,3850,3885,3877.4,1.29646E+13
20130719,3877.4,3914.8,3943.7,3830,3840,3839.65,2.18452E+13
20130722,3839.65,3781,3854,3775,3817.4,3806,1.03305E+12
20130723,3806,3799.05,3864.4,3690,3750,3726.1,2.72149E+12
20130724,3726.1,3732,3794,3704.2,3740,3731.25,8.1576E+12
20130725,3731.25,3780,3780,3601.05,3657.8,3649.15,8.93866E+12
20130726,3649.15,3672.4,3748.95,3645,3700,3701.7,2.27443E+12
20130729,3701.7,3725,3725,3576.6,3680,3648.55,3.39833E+12
20130730,3648.55,3620.05,3633.35,3452,3476.6,3491.45,4.73663E+12
20130731,3491.45,3451,3590,3420.35,3492,3489.25,7.78381E+12
20130801,3489.25,3495,3577,3450.15,3470,3471.95,7.49386E+12
20130802,3471.95,3450,3535,3427,3470,3497.2,1.04133E+13
20130805,3497.2,3497,3530,3440.1,3449.9,3460.3,1.5975E+13
20130806,3460.3,3426,3500,3230,3310,3303.9,5.46601E+13
20130807,3303.9,3251,3325,3175,3200,3201.7,6.37811E+12
20130808,3201.7,3286.2,3499,3252.25,3310,3319,2.54245E+13
20130812,3319,3330,3488,3152.2,3200,3280.4,6.2276E+12
20130813,3280.4,3290,3355.5,3213.05,3309,3269.8,4.92597E+12
20130814,3269.8,3276,3325,3275,3300,3299.9,1.22945E+13
20130816,3299.9,3290.05,3320,3131.2,3181.2,3167.7,6.42491E+12
20130819,3167.7,3167.15,3167.15,3077,3099.9,3099.7,1.32929E+13
20130820,3099.7,3040.05,3114.75,3000,3090,3089.55,1.28652E+13
20130821,3089.55,3065,3200,2980,3070,3050.95,2.07038E+13
20130822,3050.95,3006,3116,2965,3085,3088.65,1.83176E+12
20130823,3088.65,3099,3273.9,3075.8,3220,3199.6,3.44641E+12
20130826,3199.6,3251.2,3379,3251.2,3330,3326.9,2.11051E+12
20130827,3326.9,3345,3345,3270,3280,3278.2,1.90812E+12
20130828,3278.2,3279.95,3279.95,3150,3160,3164.35,4.42228E+12
20130829,3164.35,3180,3245.9,3092.3,3174,3152.7,6.81705E+12
20130830,3152.7,3170.05,3222.45,3105.6,3190,3189.8,3.78149E+12
20130902,3189.8,3195,3244.95,3122.15,3208.65,3199.6,6.81506E+12
20130903,3199.6,3250,3250,3151.05,3195,3181.05,4.8033E+12
20130904,3181.05,3171,3216,3160,3170,3168.7,6.1884E+12
20130905,3168.7,3270,3270,3170,3176,3186.45,5.1093E+12
20130906,3186.45,3171.2,3242.7,3171.2,3198,3192.15,1.0276E+13
20130910,3192.15,3171,3340,3171,3332,3323.85,3.15186E+12
20130911,3323.85,3283.8,3470,3283.8,3470,3451.85,7.88613E+12
20130912,3451.85,3451.85,3648.65,3413.3,3607.5,3600.6,1.85039E+13
20130913,3600.6,3607,3636.6,3560,3635,3613.45,1.65035E+12
20130916,3613.45,3635.7,3685.7,3610.95,3674.95,3666.65,2.8874E+12
20130917,3666.65,3684.9,3684.9,3552.95,3585.45,3571.75,5.12747E+12
20130918,3571.75,3599.9,3644,3552.25,3574,3582.65,2.9769E+13
20130919,3582.65,3609.9,3619.8,3530,3532,3542.9,1.83364E+12
20130920,3542.9,3570.4,3593.55,3281.4,3499.9,3474.5,1.23905E+13
20130923,3474.5,3405,3469.9,3342,3350,3388.65,4.03121E+13
20130924,3388.65,3392.15,3638,3392.1,3581.75,3595.1,9.01853E+12
20130925,3595.1,3588.8,3635,3479,3520,3512.5,3.55861E+12
20130926,3512.5,3495.9,3514,3450,3470,3476,1.8672E+12
20130927,3476,3509,3584,3466.05,3584,3554.35,2.8114E+12
20130930,3554.35,3608,3635,3500.1,3500.1,3560.35,3.4941E+12
20131001,3560.35,3550,3684.3,3512,3684.3,3666.2,4.95573E+12
20131003,3666.2,3669.95,3671.95,3566.65,3589.9,3606.25,4.87204E+12
20131004,3606.25,3650,3700,3600.25,3689,3687,7.0687E+12
20131007,3687,3698,3798,3642,3795,3780.45,2.79644E+12
20131008,3780.45,3782.1,3816,3731,3800,3795.5,4.57465E+12
20131009,3795.5,3779,3950,3769.9,3900,3898.1,9.65536E+12
20131010,3898.1,3900,3970,3900,3950,3938.6,4.52954E+12
20131011,3938.6,3901,3983.6,3901,3958.8,3952.45,8.09128E+12
20131014,3952.45,3948.8,3950,3924.8,3934,3933,9.0223E+11
20131015,3933,3950,3950,3890,3895,3895.6,1.60885E+13
20131017,3895.6,3880.2,3922.4,3804.05,3832.55,3875.9,2.46017E+12
20131018,3875.9,3841,3890,3841,3875,3876.8,1.84889E+12
20131021,3876.8,3840,3875.8,3840,3849,3844.6,4.09172E+12
20131022,3844.6,3804.95,3974,3804.75,3960,3957.9,5.66814E+12
20131023,3957.9,3911.15,3999,3862.35,3975,3991.1,6.34561E+12
20131024,3991.1,3980,4037,3940,3942,3971.75,2.19122E+12
20131025,3971.75,3932.15,3975,3911.25,3940,3932.45,7.02268E+11
20131028,3932.45,3940,3940,3850,3865,3881.65,7.43222E+11
20131029,3881.65,3844.05,3960,3844.05,3910.15,3902.05,1.00103E+12
20131030,3902.05,3905,3948.95,3876,3916,3892.8,6.82765E+11
20131031,3892.8,3940,3964,3909,3960,3957.85,4.23456E+12
20131101,3957.85,3959.85,3999,3935,3999,3982.8,5.56533E+12
20131103,3982.8,3940,3981.95,3915.2,3979.8,3948.05,5.69379E+11
20131105,3948.05,3930,3999,3930,3999,3986.9,4.11316E+12
20131106,3986.9,3960,4000,3960,3995,3984.4,1.91016E+12
20131107,3984.4,4000,4079.45,3996,4024,4019.55,1.02626E+13
20131108,4019.55,4121,4250,4059,4150,4135.95,1.60716E+13
20131111,4135.95,4240,4240,4165.3,4190,4186,3.82981E+12
20131112,4186,4230,4240,4185,4215,4206.35,5.42912E+12
20131113,4206.35,4194.95,4215,4150,4200,4202.95,2.11816E+12
20131114,4202.95,4213.9,4215,4187.05,4200,4201.8,3.13917E+12
20131118,4201.8,4230,4230,4205,4210,4211,1.87192E+12
20131119,4211,4229.85,4230,4200,4228,4219.2,2.5739E+12
20131120,4219.2,4217,4290,4200,4240,4232,2.96218E+12
20131121,4232,4230,4282,4190,4190,4205.8,1.83004E+13
20131122,4205.8,4220,4230,4195,4229,4202,6.26715E+12
20131125,4202,4208.05,4265,4190,4200,4202.65,1.22857E+13
20131126,4202.65,4220,4350,4220,4340,4325.1,1.19859E+13
20131127,4325.1,4330,4500,4330,4490,4490.55,9.38816E+12
20131128,4490.55,4490,4830,4449.85,4620,4644.75,4.45602E+13
20131129,4644.75,4684.9,4745,4655.5,4712.65,4687.3,1.19165E+13
20131202,4687.3,4713,5109,4713,5010,4998.65,4.78555E+13
20131203,4998.65,5040,5340,5029.9,5150,5137.75,4.93939E+13
20131204,5137.75,5233.6,5233.6,4900,4905,4926.65,1.68985E+13
20131205,4926.65,4932,4974.8,4721,4737,4755.55,1.98214E+13
20131206,4755.55,4774.9,4897,4692.35,4807,4828.75,1.73686E+13
20131209,4828.75,4900,4955,4660,4675,4681.45,7.84513E+12
20131210,4681.45,4750,4779.7,4682.35,4710,4700.3,3.63177E+13
20131211,4700.3,4742.25,4910,4701.15,4859,4855.35,1.62217E+13
20131212,4855.35,4822,4998,4822,4915.5,4948.15,1.3561E+13
20131213,4948.15,4925.3,5054,4891,4925,4915.25,1.66637E+13
20131216,4915.25,4903.15,4980,4815,4833,4853.35,5.21504E+12
20131217,4853.35,4851,4899.7,4701,4805,4777.2,1.03358E+13
20131218,4777.2,4735,4990,4735,4965,4959.75,1.43041E+13
20131219,4959.75,4930.1,5028,4854.2,4929,4910.15,8.59973E+12
20131220,4910.15,4929,5099,4929,5090,5073.5,1.04962E+13
20131223,5073.5,5110.5,5199,4920,4975,4966,1.03638E+13
20131224,4966,4970,5048,4950,4990,4975.5,3.16075E+12
20131226,4975.5,5042,5050,4951,4975,4976.8,2.40464E+12
20131227,4976.8,5028,5028,4974.75,5010.3,4992.6,2.1088E+12
20131230,4992.6,5000,5038.95,4970,4975,4974.8,2.71125E+12
20131231,4974.8,4998,5015,4970,4975,4975.85,1.97763E+12
20140101,4975.85,5004.6,5020,4975,5001,5001.95,1.22109E+12
20140102,5001.95,4983.05,5085,4970,4976.25,4982.85,5.61393E+12
20140103,4982.85,4953.15,5020,4950,4990,4968.95,1.96485E+12
20140106,4968.95,5019,5045,4900,5006,4985.95,2.12393E+12
20140107,4985.95,5008,5066,4973.25,4982.05,4993.1,3.67221E+12
20140108,4993.1,4943,5167.65,4943,5080,5074.9,6.31876E+12
20140109,5074.9,5120,5120,5000,5019.75,5042.55,5.40663E+12
20140110,5042.55,4995.1,5056.5,4990,5001,5009.05,7.15288E+12
20140113,5009.05,4985,5080,4985,5040,5055,3.29734E+13
20140114,5055,5020,5070,5000.75,5005,5012.55,1.49309E+13
20140115,5012.55,5045,5045,4901,4939.8,4937.35,5.22612E+12
20140116,4937.35,5000,5065,4940,4947,4953.05,2.07061E+12
20140117,4953.05,5040,5040,4901,4940,4945.75,1.70038E+12
20140120,4945.75,4993,5130,4930.65,5109.95,5059.15,4.34451E+12
20140121,5059.15,5088,5115,5062,5080,5085.75,3.49018E+12
20140122,5085.75,5114.95,5114.95,5025,5035.15,5041.45,1.25224E+12
20140123,5041.45,5094.95,5094.95,5016.1,5030.05,5044.85,2.03552E+12
20140124,5044.85,5001,5044.95,4881,4900,4921.8,4.27792E+12
20140127,4921.8,4903.1,4903.1,4823,4840,4840.15,1.89233E+12
20140128,4840.15,4900,4940.4,4780,4781,4808.15,2.93714E+12
20140129,4808.15,4837.75,4870,4710,4716,4725.2,2.23153E+12
20140130,4725.2,4716,4744,4654,4690.1,4688.9,3.81659E+12
20140131,4688.9,4700,4790,4608.7,4665,4646.1,3.68452E+12
20140203,4646.1,4607,4715,4550,4550,4563.4,9.42313E+12
20140204,4563.4,4520.1,4581,4520.1,4560,4555.3,4.54368E+12
20140205,4555.3,4599.9,4601.65,4516,4528,4542.95,2.09202E+12
20140206,4542.95,4637,4639,4478.6,4490,4504.05,5.77255E+12
20140207,4504.05,4548,4579.95,4418,4421.2,4426,4.53259E+12
20140210,4426,4426,4488.9,4402,4420.5,4430.9,6.97666E+12
20140211,4430.9,4406,4480,4401.1,4415,4417.8,4.45869E+12
20140212,4417.8,4431,4515,4402.5,4430,4437.55,1.78183E+13
20140213,4437.55,4525,4900,4515.1,4806.05,4818.65,9.07337E+13
20140214,4818.65,4839.9,4938,4823,4846,4849.5,3.60644E+13
20140217,4849.5,4899,4940,4870,4882,4904.35,1.37838E+13
20140218,4904.35,4900,4948.2,4885.2,4911.05,4920,1.46844E+13
20140219,4920,4925,4945.6,4881.2,4900,4899.9,8.32252E+12
20140220,4899.9,4907,4949,4886,4909.95,4901.8,1.72633E+13
20140221,4901.8,4905,4919,4860,4880,4884,4.25174E+12
20140224,4884,4920,4920,4805,4820,4820.2,1.04961E+13
20140225,4820.2,4884.85,4949,4830.05,4913.05,4916.15,7.42306E+12
20140226,4916.15,4913,5049,4860,5007,5012.6,2.12835E+13
20140228,5012.6,5015,5150.1,4991.55,5140,5140.3,1.40723E+13
20140303,5140.3,5094,5227.9,5056.05,5185.35,5187.05,4.68807E+13
20140304,5187.05,5180,5494,5147.75,5452,5426.1,1.60388E+13
20140305,5426.1,5451,5700,5451,5570.05,5599.15,1.5814E+13
20140306,5599.15,5649.85,5698,5469,5485,5510.35,1.09197E+13
20140307,5510.35,5525,5580,5382,5450,5434.1,5.30517E+13
20140310,5434.1,5498,5600,5400,5535,5560,2.48467E+13
20140311,5560,5564,5597,5463.6,5525,5504.4,2.32124E+13
20140312,5504.4,5466,5512.05,5405.6,5500.05,5494,8.55285E+12
20140313,5494,5490,5584.85,5452.05,5550,5547.45,4.24407E+12
20140314,5547.45,5525,5599.55,5500,5560,5571.35,2.84856E+13
20140318,5571.35,5571.35,5599,5505.55,5550,5564.4,1.06568E+13
20140319,5564.4,5589.85,5849,5580,5736.1,5740.5,1.81662E+13
20140320,5740.5,5736.1,5780.2,5689.55,5745,5726.45,6.18298E+12
20140321,5726.45,5760,5849,5722.05,5740,5763.35,6.14784E+12
20140322,5763.35,5800,5800,5705,5713,5718.05,3.25322E+11
20140324,5718.05,5772,5823,5730,5823,5795.35,2.81434E+13
20140325,5795.35,5834,5999,5793.9,5921,5951.5,1.45191E+13
20140326,5951.5,6022,6149.9,5690,5699.95,5776.75,1.14988E+13
20140327,5776.75,5759.55,5950,5724.8,5925,5919.15,8.70027E+12
20140328,5919.15,5925.2,5960,5805,5805,5832.05,3.58874E+13
20140331,5832.05,5850,5995,5839.95,5935,5961.5,5.56522E+12
20140401,5961.5,5965,6097,5872.05,6050,6049.45,1.21133E+13
